date,observed,trend,seasonal,residual
2025-01-01,166,105.1230824385939,19.28096145756337,41.59595610384274
2025-01-02,50,97.98499586106853,-24.05843623206208,-23.926559629006448
2025-01-03,70,91.22594492495192,-9.533553629254426,-11.69239129569749
2025-01-04,95,84.72225180253156,16.48008720343866,-6.202339005970217
2025-01-05,88,78.4573468024522,16.065977808700048,-6.523324611152233
2025-01-06,54,72.61454886888465,-8.583263547576669,-10.031285321307983
2025-01-07,61,68.83325681146172,-8.42209730561606,0.5888404941543399
2025-01-08,67,68.18895769346732,14.439609337735684,-15.628567031202998
2025-01-09,54,68.24008814658657,-20.97929578285949,6.739207636272923
2025-01-10,65,68.7275441823146,-9.875065302129611,6.147521119815011
2025-01-11,82,68.78885584793399,17.989868147337436,-4.77872399527142
2025-01-12,91,68.5466099425215,16.950046522759894,5.50334353471861
2025-01-13,67,68.1841861955351,-8.558575052826912,7.374388857291805
2025-01-14,62,67.44527730474734,-8.826493040546465,3.381215735799131
2025-01-15,54,66.5483393315563,9.991973122199417,-22.540312453755725
2025-01-16,56,65.37657700851473,-18.15204732848588,8.775470319971149
2025-01-17,59,64.06064927563779,-10.215866022381366,5.1552167467435766
2025-01-18,81,63.091749287237135,19.35442183100814,-1.4461711182452746
2025-01-19,83,62.930979010352054,17.853531522936652,2.215489466711297
2025-01-20,50,63.4264078110275,-8.582702163975734,-4.84370564705177
2025-01-21,53,64.07951945239176,-9.12385789232072,-1.955661560071043
2025-01-22,60,65.01977374765404,5.708549746317544,-10.728323493971587
2025-01-23,53,66.27882854095243,-15.475223150811233,2.1963946098587996
2025-01-24,63,67.41443151643054,-10.512057974258747,6.097626457828213
2025-01-25,99,68.17211731533435,20.618136131226684,10.209746553438961
2025-01-26,82,68.79094047310974,18.77927516420142,-5.570215637311165
2025-01-27,67,69.01087982522414,-8.636190449889584,6.625310624665445
2025-01-28,58,68.91043695995933,-9.342481909956277,-1.5679550500030501
2025-01-29,53,68.94486109053497,1.472344557743116,-17.417205648278085
2025-01-30,68,69.33370425141302,-12.889664601766723,11.5559603503537
2025-01-31,52,69.92726987541455,-10.781471964923307,-7.145797910491247
2025-02-01,97,70.55617412675889,21.853569078609997,4.590256794631117
2025-02-02,95,71.40769715836949,19.69520786224897,3.8970949793815493
2025-02-03,68,71.94337777119998,-8.703567798182673,4.760190026982698
2025-02-04,56,71.83062427254873,-9.538877551817311,-6.291746720731425
2025-02-05,68,71.1823105000595,-2.587958928046759,-0.5943515720127408
2025-02-06,67,69.93728709739128,-10.444685621645318,7.507398524254043
2025-02-07,53,68.66766153016289,-11.206174666756285,-4.461486863406606
2025-02-08,97,67.8745759121252,23.069829052032592,6.055595035842217
2025-02-09,82,67.37123163183558,20.505590748665632,-5.876822380501217
2025-02-10,53,66.65712721967962,-8.86488586507084,-4.792241354608784
2025-02-11,54,65.7905674229712,-9.801313858488827,-1.9892535644823681
2025-02-12,69,65.33621724800757,-4.47203769222754,8.135820444219974
2025-02-13,56,65.26138456493909,-9.052064222077064,-0.2093203428620285
2025-02-14,53,65.50261421303513,-12.252221486356364,-0.25039272667876844
2025-02-15,81,65.67119642717951,24.05572095956304,-8.72691738674255
2025-02-16,93,65.60818528872517,21.16177423731745,6.230040473957388
2025-02-17,54,65.97129367137704,-9.362911094157568,-2.608382577219473
2025-02-18,56,66.95752083070445,-9.893051993583718,-1.064468837120728
2025-02-19,66,68.2723118308103,-4.390388794564941,2.118076963754646
2025-02-20,51,69.69231636587924,-9.181581056230952,-9.510735309648283
2025-02-21,67,70.97599512017639,-12.602762662247008,8.62676754207061
2025-02-22,95,72.11353689362483,23.89336793798734,-1.006904831612161
2025-02-23,95,72.71620327794668,22.105077492097454,0.17871922995587397
2025-02-24,68,72.62895672349933,-10.279593791743943,5.65063706824462
2025-02-25,67,72.02257993452605,-9.195123777375098,4.172543842849052
2025-02-26,66,70.72221472350945,-4.7230036521718555,0.0007889286624020997
2025-02-27,59,69.102463061246,-9.448133266249444,-0.6543297949965563
2025-02-28,50,67.54366240051513,-12.107727486273284,-5.435934914241848
2025-03-01,95,66.49276222852454,23.283673761535987,5.223564009939466
2025-03-02,81,66.03269997250662,22.91435160405846,-7.94705157656508
2025-03-03,50,65.81354556540019,-10.99353231753271,-4.820013247867479
2025-03-04,59,65.77692827383939,-8.410895052020743,1.6339667781813603
2025-03-05,69,66.1784857908656,-5.668367235276993,8.489881444411395
2025-03-06,57,67.00019964148856,-9.437417380980152,-0.5627822605084134
2025-03-07,50,67.74220332959456,-11.310554367171976,-6.431648962422585
2025-03-08,89,67.83664222851093,22.69699475733358,-1.5336369858445096
2025-03-09,96,67.60552445715598,23.513819159000438,4.880656383843586
2025-03-10,62,67.48564761999107,-11.277610653147878,5.791963033156804
2025-03-11,56,67.66246280458861,-8.092599677983847,-3.5698631266047727
2025-03-12,55,67.8486873223954,-7.072851758554416,-5.775835563840992
2025-03-13,64,67.69813083976224,-8.854808844483074,5.156678004720831
2025-03-14,54,67.63745920293377,-10.680549151930414,-2.956910051003348
2025-03-15,88,67.79447131802016,22.41615140514876,-2.2106227231689104
2025-03-16,99,68.0760658854595,24.13473573069983,6.78919838384067
2025-03-17,50,68.59385514346857,-11.392742361542876,-7.201112781925701
2025-03-18,67,69.26151887711966,-8.294984153946546,6.033465276826888
2025-03-19,58,69.7793905816903,-8.481320899052605,-3.2980696826376885
2025-03-20,55,69.78292530709786,-8.14229426326871,-6.640631043829146
2025-03-21,69,69.39297920446447,-10.06166106782234,9.668681863357875
2025-03-22,99,68.98083604321123,22.236816219878087,7.782347736910694
2025-03-23,88,68.45754078215501,24.883024176279683,-5.34056495843469
