date,observed,trend,seasonal,residual
2025-01-01,153,96.80360256620453,20.06653200288785,36.12986543090763
2025-01-02,56,91.17531323387281,-19.61782912944808,-15.55748410442473
2025-01-03,51,85.88558294169876,-14.78926305169783,-20.096319890000927
2025-01-04,97,80.80459189592405,16.920338459258193,-0.7249303551822379
2025-01-05,84,75.93345104329256,14.78107277914232,-6.714523822434884
2025-01-06,54,71.46202758232236,-9.643968905022595,-7.818058677299767
2025-01-07,70,68.95204521075549,-6.25718809428117,7.30514288352569
2025-01-08,59,69.03645111744687,14.562151981460678,-24.598603098907553
2025-01-09,57,68.79299327866289,-17.799197019928144,6.006203741265253
2025-01-10,69,68.34016629334255,-12.580449003463336,13.240282710120795
2025-01-11,91,67.70207863163544,17.313603813424432,5.9843175549401195
2025-01-12,81,67.34891189587933,16.266795164742838,-2.6157070606221566
2025-01-13,61,67.17347024671919,-8.91123755667218,2.737767309952986
2025-01-14,50,66.48066126798189,-7.4780883846205555,-9.002572883361331
2025-01-15,60,66.03143084757167,9.288252647885267,-15.319683495456935
2025-01-16,60,66.33554258858933,-16.0513501888723,9.715807600282972
2025-01-17,62,66.99973465645816,-10.493768280893837,5.494033624435673
2025-01-18,81,67.74916480544032,17.790081304929274,-4.539246110369589
2025-01-19,92,68.4109602477681,17.698260495423643,5.890779256808258
2025-01-20,67,68.42944385541992,-8.205541646946386,6.7760977915264675
2025-01-21,51,67.8842677843543,-8.713275449300406,-8.170992335053889
2025-01-22,70,67.56824207343072,4.116669748707604,-1.6849118221383321
2025-01-23,56,67.50589011655875,-14.30963918947712,2.8037490729183787
2025-01-24,54,67.64011850263834,-8.486780290037183,-5.153338212601163
2025-01-25,83,67.83888603593556,18.313226338289578,-3.1521123742251405
2025-01-26,96,68.10818436058072,19.121465646734517,8.770349992684757
2025-01-27,57,68.409662622596,-7.506366432057497,-3.903296190538512
2025-01-28,68,68.5429576890433,-9.978425649509736,9.435467960466426
2025-01-29,59,68.40641775623138,-0.9521948719221317,-8.454222884309246
2025-01-30,53,67.83431097225201,-12.5847717496815,-2.249539222570519
2025-01-31,70,67.12195552919746,-6.576494253696387,9.454538724498917
2025-02-01,81,66.85219948414405,18.83917715942387,-4.691376643567921
2025-02-02,84,66.91060412268766,20.54727239514567,-3.457876517833327
2025-02-03,61,67.37151901101858,-6.841088765597849,0.4695697545792683
2025-02-04,52,67.96521397063472,-11.226037377803864,-4.739176592830859
2025-02-05,67,68.57021843364475,-5.704335353051206,4.134116919406452
2025-02-06,56,69.51301502670276,-11.03046558847192,-2.4825494382308477
2025-02-07,68,70.66095817556801,-4.870119850712385,2.2091616751443723
2025-02-08,96,71.67394685555027,19.30276454079604,5.023288603653697
2025-02-09,87,72.48957283998064,21.8563413976115,-7.34591423759214
2025-02-10,66,72.97487940871179,-6.2994636588348545,-0.6754157498769331
2025-02-11,70,73.25771267451854,-12.36818258508037,9.110469910561832
2025-02-12,60,73.44880416449044,-8.594875258804711,-4.853928905685734
2025-02-13,65,73.56436708258391,-10.335650748736148,1.7712836661522289
2025-02-14,70,73.31549606911979,-4.032081029745698,0.7165849606259087
2025-02-15,92,72.59501134295341,19.906160007755492,-0.5011713507089013
2025-02-16,96,71.83985863195281,22.659475564616795,1.500665803430394
2025-02-17,69,71.08601220387318,-6.095006161187011,4.008993957313834
2025-02-18,51,70.0621022781278,-12.989912363603354,-6.072189914524444
2025-02-19,59,69.18419086043576,-9.59487389532174,-0.5893169651140227
2025-02-20,64,68.5531337409457,-10.25322643322713,5.70009269228143
2025-02-21,60,67.94560841115452,-4.1543627163507555,-3.791245694803763
2025-02-22,80,67.22408022950293,20.740598178275476,-7.964678407778408
2025-02-23,99,66.59536810270635,22.663746399227907,9.74088549806575
2025-02-24,62,66.44422756469922,-6.138645493942337,1.6944179292431159
2025-02-25,50,66.97370184542659,-13.004439589744573,-3.9692622556820183
2025-02-26,50,67.70867599404836,-10.08883132063372,-7.619844673414647
2025-02-27,55,67.91897369752998,-10.16201382520897,-2.756959872321005
2025-02-28,70,67.79054994497315,-4.4080001729223675,6.61745022794922
2025-03-01,98,68.09361953624605,21.26990744220511,8.636473021548838
2025-03-02,91,68.63771978791408,22.777081755026163,-0.4148015429402392
2025-03-03,56,68.90030898983674,-6.517883917253807,-6.38242507258294
2025-03-04,53,68.78053594890143,-12.856181713037568,-2.9243542358638592
2025-03-05,62,68.57617115928738,-9.833750703493559,3.2575795442061803
2025-03-06,57,68.81199304537176,-10.208577292632473,-1.603415752739295
2025-03-07,62,69.26115888066398,-5.11851380899621,-2.142645071667772
2025-03-08,97,69.53793248748615,21.847238832881327,5.614828679632524
2025-03-09,90,69.66402756635125,22.986270557735786,-2.650298124087044
2025-03-10,69,69.59853953250506,-7.368711415405657,6.770171882900598
2025-03-11,52,69.31955887864774,-12.425926896811527,-4.893631981836208
2025-03-12,56,68.81054470321213,-9.227019714801571,-3.5835249884105593
2025-03-13,65,68.25402732598025,-10.391073468808559,7.137046142828311
2025-03-14,60,67.852925362878,-6.002248278977702,-1.850677083900294
2025-03-15,86,67.37206959777863,22.77118410447888,-4.14325370225751
2025-03-16,92,66.74382251841733,22.985635645679682,2.270541835902989
2025-03-17,60,65.93861754802668,-8.342643711098967,2.404026163072288
2025-03-18,55,65.11124361179787,-12.107350922647033,1.9961073108491547
2025-03-19,54,64.54696979650275,-8.602762435066348,-1.9442073614364048
2025-03-20,50,64.29968743793209,-10.384875039289401,-3.9148123986426953
2025-03-21,58,64.5938316721162,-6.81468148485232,0.2208498127361196
2025-03-22,85,65.44668198629287,23.90850246092715,-4.355184447220026
2025-03-23,85,66.49115260036734,22.463912837115167,-3.95506543748251
2025-03-24,59,67.56637100706769,-9.14057121015107,0.5742002030833788
2025-03-25,66,68.4011271087673,-11.803405133661593,9.4022780248943
2025-03-26,66,68.93409617398497,-7.944966873837715,5.010870699852745
2025-03-27,53,68.96499673792067,-10.223195152777585,-5.741801585143087
2025-03-28,67,68.48157970121409,-7.436576564512048,5.954996863297964
2025-03-29,87,67.81732762235622,24.653959874367622,-5.471287496723839
2025-03-30,91,67.17950108052376,21.78072097395191,2.039777945524321
2025-03-31,50,66.68465931160442,-9.716561952875589,-6.9680973587288335
